author	aid	normdate	birth	death	raw	hasbirth	hasdeath	hasdates	estimate	place-birth	place-death	country-birth	continent-birth	first-name	preposition-name	second-name	gender	viafid	vf_bi	vf_de	vf_bi_esti	vf_de_esti	birth_diff	death_diff	vf_cand_n	auname_viaf	redo	match_type	vf_validation
Almendros Aguilar, Antonio	515n	19.5	1825	1904	Jodar (Jaén). 1825 - Jaén. 1904 Poeta, político y periodista.	1	1	1	0	Jodar (Jaén)	Jaén	España	Europa	Antonio		Almendros Aguilar	M	23496777	1825	1904	False	False	0	0	8	Antonio Almendros Aguilar, 1825 1904		exact	high
Amos de Escalante	269n	19.5	1831	1902	Santander. 1831 - 1902 Escritor y poeta. Usó el seudónimo de Juan García.	1	1	1	0	Santander		España	Europa	Amos de Escalante			M	32252535	1831	1902	False	False	0	0	8	Amos Escalante, 1831 1902		exact	high
Amyr	015n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Amyr			M	13098167	1596	1664	False	False	204	236	10	Amyraut, Moise, 1596 1664	1	wordpart	low
Aquino, Francisco	153n	19.5	1868	1910	Almería. 1868 - 1910 Archivero de Diputación y periodista.	1	1	1	0	Almería		España	Europa	Francisco		Aquino	M	169807306	1869	1910	False	False	1	0	10	Francisco Aquino Cabrera		contained	high
Aramburu, Joaquín Nicolás	681n	19.5	1855	1923	Cuba. 1855 - La Habana. 1923	1	1	1	0	Cuba	La Habana	Cuba	América	Joaquín Nicolás		Aramburu	M	62148570749424312955	1855	1923	False	False	0	0	3	Joaquin Nicolas Aramburu, 1855 1923		exact	high
Argilagos, Rafael G.	524n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Rafael G.		Argilagos	M	280747996	1885		False	False	85		3	Rafael G. Argilagos, 1885 		exact	high
Asensio Mas, Ramón	640n	19.5	1878	1917	Crevillente (Alicante). 1878 - Madrid. 1917 Poeta, autor de zarzuelas y periodista.	1	1	1	0	Crevillente (Alicante)	Madrid	España	Europa	Ramón		Asensio Mas	M	72733457	1878	1917	False	False	0	0	8	Ramon Asensio Mas, 1878 1917		exact	high
Aza, Vital	538n	19.5	1851	1912	Pola de Lena (Asturias). 1851 - Madrid. 1912 Médico, poeta, escritor y en colaboración de su gran amigo Miguel Ramos Carrión letrista de numerosas revistas, destacando su El Rey Que Rabió.	1	1	1	0	Pola de Lena (Asturias)	Madrid	España	Europa	Vital		Aza	M	74116537	1851	1912	False	False	0	0	8	Vital Aza, 1851 1912		exact	high
Balart, Federico	172n	19.5	1905	0	Priego (Murcia). 1831 - Madrid. 1905 Individuo de número en la Academia de la Lengua, sin embargo, no ingresó en la Academia. Director artístico del Teatro Español.	1	1	1	0	Priego (Murcia)	Madrid	España	Europa	Federico		Balart	M	56173138	1831	1905	False	False	74	2005	7	Federico Balart, 1831 1905		exact	high
Balmaseda, Francisco Javier	135n	19.5	1823	1907	San Juan de los Remedios (Cuba). 1823 - La Habana. 1907  Comediógrafo, escritor y poeta.	1	1	1	0	Remedios (Cuba)	La Habana	Cuba	América	Francisco Javier		Balmaseda	M	99347477	1833	1907	False	False	10	0	3	Francisco Javier Balmaseda, 1833 1907		exact	high
Baralt, Rafael María	378n	19.5	1819	1960	Maracaibo (Venezuela). 1819 - Madrid. 1860 Establecido en España, Sevilla, desde 1843 después de su paso por París, acabó en Madrid y adoptó la nacionalidad española. Colaboró con Alberto Lista en La Floresta Andaluza. Académico de la Lengua. En 1960 se publicaron sus Obras Completas.	1	1	1	0	Maracaibo (Venezuela)	Madrid	Venezuela	América	Rafael María		Baralt	M	49956738	1810	1860	False	False	9	100	8	Rafael Maria Baralt, 1810 1860		exact	high
Bermúdez y Ortega, Federico	157n	19.5	1848	1921	San Pedro de Macorís (Puerto Rico). 1848 - 1921 Poeta hallado en Internet.	1	1	1	0	Puerto Rico		Puerto Rico	América	Federico		Bermúdez y Ortega	M												medium
Bermúdez, Federico	657n	19.5	1884	1921	San Pedro de Macorís. 1884 - 1921 Poeta dominicano.	1	1	1	0	San Pedro de Macorís		República Dominicana	América	Federico		Bermúdez	M	17304327	1941		False	False	57		9	Federico Bermudez Canete		contained	high
Bertolín Peña, Manuel	578n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Manuel		Bertolín Peña	M	88010957								Manuel Bertolín Peña			high
Bilac, Olavo	539n	19.5	1865	1918	Río de Janeiro (Brasil). 1865 - 1918 Médico, abogado y profesor de Literatura.	1	1	1	0	Río de Janeiro (Brasil)		Brasil	América	Olavo		Bilac	M	73898176	1865	1918	False	False	0	0	7	Olavo Bilac, 1865 1918		exact	high
Blanco Fernández, Benito	442n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Benito		Blanco Fernández	M												medium
Blasco, Eusebio	248n	19.5	1903	1906	Zaragoza. 1844 - Madrid. 1903 Sus Obras Completas, Madrid (1903-1906) se componen de 27 volúmenes. Muy comprometido políticamente.	1	1	1	0	Zaragoza	Madrid	España	Europa	Eusebio		Blasco	M	2458726	1844	1903	False	False	59	3	8	Eusebio Blasco, 1844 1903		exact	high
Blasco, Ramón	053n	19.5	XIX	XX	España. Siglos XIX- XX Residía en Zaragoza. Poeta.	0	0	0	0	España		España	Europa	Ramón		Blasco	M										1		medium
Blengio, Joaquín	550n	19.5	1834	1901	Campeche (México). 1834 - 1901 Médico y académico. Poeta hallado en Internet.	1	1	1	0	Campeche (México)		México	América	Joaquín		Blengio	M												medium
Blest Gana, Guillermo	048n	19.5	1829	1905	Santiago de Chile (Chile). 1829 - 1905 Hermano del novelista argentino Alberto Blest Gana.	1	1	1	0	Santiago de Chile (Chile)		Chile	América	Guillermo		Blest Gana	M	87236258	1829		False	False	0		8	Guillermo Blest Gana, 1829 	1	exact	high
Bobadilla, Emilio	635n	19.5	1862	1921	Cárdenas (Cuba). 1862 - Biarritz. 1921 Poeta.	1	1	1	0	Cárdenas (Cuba)	Biarritz	Cuba	América	Emilio		Bobadilla	M	86959601	1862	1921	False	False	0	0	7	Emilio Bobadilla, 1862 1921		exact	high
Borja, Arturo	147n	19.5	1852	1910	Quito (Ecuador). 1852 - 1910 Residió parte de su vida en París. Poeta. Se suicidó en Quito.	1	1	1	0	Quito (Ecuador)		Ecuador	América	Arturo		Borja	M	62665108	1892	1912	False	False	40	2	10	Arturo Borja, 1892 1912		exact	high
Borrero Echevarría, Esteban	334n	19.5	1849	1906	Camaguey (Cuba). 1849 - Pinar del Río (Cuba). 1906 Poeta y soldado.	1	1	1	0	Camaguey (Cuba)	Pinar del Río (Cuba)	Cuba	América	Esteban		Borrero Echevarría	M												medium
Bove, Vicente	453n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Vicente		Bove	M												medium
Cabrera, Teodoro	584n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Teodoro		Cabrera	M	305935494								Teodoro Cabrera			high
Calsada Carbo, José	222n	19.5	XIX	XX	España. Siglo XIX - XX Poeta. Publicó Rincones de Sevilla en 1914.	0	0	0	0	España		España	Europa	José		Calsada Carbo	M												medium
Campillo, Narciso	642n	19.5	1835	1900	Sevilla. 1835 - Madrid. 1900 Catedrático de Instituto en Cádiz y Madrid. En la Cátedra de Retórica y Poética.	1	1	1	0	Sevilla	Madrid	España	Europa	Narciso		Campillo	M	26148017	1835	1900	False	False	0	0	10	Narciso Campillo y Correa		contained	high
Campo, Estanislao del	607n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Estanislao	del	Campo	M	25492491	1834	1880	False	False	34	20	10	Estanislao del Campo, 1834 1880		exact	high
Campoamor, Ramón de	159n	19.5	1817	1901	Navia (Asturias). 1817 - Madrid. 1901 Estudios en la Universidad de Santiago, a punto de entrar en la Compañía de Jesús, estudia Medicina en la Facultad de Madrid conoce a Espronceda. renuncia a la carrera y se dedica al estudio de las Ciencias Exactas, dejándolo todo para dedicarse a la Poesía. Siendo gobernador de Alicante, contrajo matrimonio con la dama irlandesa Gillermina O'Gorman. Sus invenciones en géneros poéticos fueron, las célebres Doloras, pequeños poemas y humoradas.	1	1	1	0	Navia (Asturias)	Madrid	España	Europa	Ramón	de	Campoamor	M	2542317	1817	1901	False	False	0	0	5	Ramon Campoamor, 1817 1901		exact	high
Cancio y Madrigal, César	114n	19.5	1863	1922	Sancti Spiritus (Cuba). 1863 - La Habana. 1922 Humorista, escritor y poeta.	1	1	1	0	Sancti Spiritus (Cuba)	La Habana	Cuba	América	César		Cancio y Madrigal	M												medium
Caro, Miguel Antonio	448n	19.5	1843	1909	Colombia. 1843 - 1909 Hijo de José Eusebio Caro. Redactor de la famosa Gramática Latina. Y como su padre un gran sonetista. Presidente de la República. Presidente de la Academia de la Lengua.	1	1	1	0	Colombia		Colombia	América	Miguel Antonio		Caro	M	36929873	1843	1909	False	False	0	0	4	Miguel Antonio Caro, 1843 1909		exact	high
Casals y Llorente, Jorge	328n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Jorge		Casals y Llorente	M												medium
Castaing, Rodolfo	308n	19.5	XIX	XX	Costa Rica. Siglo XIX - XX Poeta. Prosista y erudito notable.	0	0	0	0	Costa Rica		Costa Rica	América	Rodolfo		Castaing	M												medium
Castillo Ledón, Luis	411n	19.5	1879	XX	Santiago Ixcuintla (México). 1879 - Siglo XX Poeta. Secretario del Museo Nacional. Profesor de Gramática. Diputado.	1	0	0	0	Santiago Ixcuintla (México)		México	América	Luis		Castillo Ledón	M	68008087	1880	1944	False	False	1	44	8	Luis Castillo Ledon, 1880 1944		exact	high
Castillo, Aureliano del	061n	19.5	1872	XX	Granada. 1872 - Siglo XX Catedrático del Seminario de Guadix. Licenciado en Filosofía y Letras. Archivero. Premiado en Granada, Ciudad Real, Almería y Madrid. Camagüey (Cuba). 1842 - 1920 Fundadora de la Academia Nacional de Artes y Letras.	1	0	0	0	Granada		España	Europa	Aureliano	del	Castillo	M	86984867	1873	1922	False	False	1	22	2	Aureliano del Castillo 1873 1922	1	exact	high
Cataneo, Joaquín V.	255n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Joaquín V.		Cataneo	M												medium
Cavestany, Juan Antonio	232n	19.5	1861	1902	Sevilla. 1861 - Madrid. 1924 Ilustre dramaturgo y poeta sevillano. En 1902 ingresó en la Real Academia Española.	1	1	1	0	Sevilla	Madrid	España	Europa	Juan Antonio		Cavestany	M	68762294	1861	1924	False	False	0	22	6	Juan Antonio Cavestany, 1861 1924		exact	high
Cazade, Enrique	472n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Enrique		Cazade	M	310591876								Enrique Cazade			high
Chavarría, Lisímaco	128n	19.5	1877	1919	Costa Rica. 1877 - 1919	1	1	1	0	Costa Rica		Costa Rica	América	Lisímaco		Chavarría	M	46912201	1878	1913	False	False	1	6	5	Lisimaco Chavarria 1878 1913		exact	high
Chavero, Alfredo	530n	19.5	1841	1906	México. 1841 - 1906 Poeta y autor dramático. Hallado en Internet.	1	1	1	0	México		México	América	Alfredo		Chavero	M	77623420	1841	1906	False	False	0	0	5	Alfredo Chavero, 1841 1906		exact	high
Chaves, Ángel R.	169n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	Ángel R.		Chaves	M	86569208	1849	1909	False	False	49	9	2	Angel R. Chaves, 1849 1909		exact	high
Cidón, Antonio	254n	19.5	XIX	XX	Valencia. Siglos XIX - XX Escritor y poeta.	0	0	0	0	Valencia		España	Europa	Antonio		Cidón	M												medium
Cienfuegos, Casimiro	146n	19.5	XIX	XX	Andalucía. Siglo XIX - XX Poeta.	0	0	0	0	Andalucía		España	Europa	Casimiro		Cienfuegos	M	87890568								Casimiro Cienfuegos			high
Cisneros Cámara, A.	185n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	A.		Cisneros Cámara	M												medium
Cisneros, Consuelo C.	226n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Consuelo C.		Cisneros	F												medium
Cisneros, Jeremías	230n	19.5	1845	1903	Honduras. 1845 - 1903 Poeta hallado en Internet.	1	1	1	0	Honduras		Honduras	América	Jeremías		Cisneros	M												medium
Clavijo Tisseur, Arturo	435n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Arturo		Clavijo Tisseur	M	295924759	1886	1958	False	False	86	58	2	Arturo Clavijo Tisseur, 1886 1958		exact	high
Coello, Adán	541n	19.5	1885	1929	Honduras. 1885 - 1929 Poeta hallado en Internet.	1	1	1	0	Honduras		Honduras	América	Adán		Coello	M												medium
Colorado, Vicente	238n	19.5	XIX	XX	España. Sigo XIX - XX Poeta. Autor dramático.	0	0	0	0	España		España	Europa	Vicente		Colorado	M	86777619	1850	1904	False	False	50	4	4	Vicente Colorado 1850 1904		exact	high
Contardo, Luis Felipe	228n	19.5	1880	1922	Chile. 1880 - 1922 Sacerdote. Poeta religioso.	1	1	1	0	Chile		Chile	América	Luis Felipe		Contardo	M	88626817	1880	1922	False	False	0	0	6	Luis Felipe Contardo, 1880 1922		exact	high
Cordero Leiva, Primitivo	065n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Primitivo		Cordero Leiva	M												medium
Coronado, Carolina	434n	19.5	1823	1911	Almendralejo (Badajoz). 1823 - Lisboa. 1911	1	1	1	0	Almendralejo (Badajoz)	Lisboa	España	Europa	Carolina		Coronado	F	5738205	1820	1911	False	False	3	0	8	Carolina Coronado, 1820 1911		exact	high
Corpancho, Teobaldo Elías	423n	19.5	XIX	XX	Perú. Siglo XIX - XX	0	0	0	0	Perú		Perú	América	Teobaldo Elías		Corpancho	M	118490338								Teobaldo Elías Corpancho			high
Cotta, Juan Manuel	029n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Juan Manuel		Cotta	M	281891688								Juan Manuel Cotta	1		high
Cuevas, Julio de las	221n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	Julio de las		Cuevas	M												medium
Curros Enríquez, Manuel	581n	19.5	1851	1908	Celanova (Orense). 1851 - La Habana (Cuba). 1908 Periodista y poeta.	1	1	1	0	Celanova (Orense)	La Habana (Cuba)	España	Europa	Manuel		Curros Enríquez	M	14812250	1851	1908	False	False	0	0	2	Manuel Curros Enriquez, 1851 1908		exact	high
Cuyas de la Vega, Arturo	243n	19.5	1845	1924	Barcelona. 1845 - Madrid. 1924 Poeta y filólogo.	1	1	1	0	Barcelona	Madrid	España	Europa	Arturo		Cuyas de la Vega	M	87756859	1845	1924	False	False	0	0	2	Arturo Cuyas la Vega 1845 1924		exact	high
Dacarrete, Ángel María	566n	19.5	1827	1904	España. 1827 - 1904 Poeta y autor dramático. Discípulo de Alberto Lista. En 1900 fue nombrado académico, pero falleció antes de tomar posesión del cargo. Desempeñó altos cargos en la Corte, donde murió.	1	1	1	0	España		España	Europa	Ángel María		Dacarrete	M	239501529	1827	1904	False	False	0	0	4	Angel Maria Dacarrete, 1827 1904		exact	high
Darío, Rubén	694n	19.5	1867	1916		1	1	1	0	Metapa	León	Nicaragua	América	Rubén		Darío	M	177755002	1867	1916	False	False	0	0	1 (manual query)			exact (manual query)	high
Deheye, Pedro María	077n	19.5	1894	1918	Argentina. 1894 - 1918	1	1	1	0	Argentina		Argentina	América	Pedro María		Deheye	M												medium
Delgado, Canuto	432n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	Canuto		Delgado	M												medium
Deligne, Gastón Fernando	375n	19.5	1861	1913	Puerto Rico (Santo Domingo). 1861 - San Pedro de Macorís. 1913 Poeta hallado en Internet.	1	1	1	0	Puerto Rico (Santo Domingo)		Puerto Rico	América	Gastón Fernando		Deligne	M	70078415	1861	1913	False	False	0	0	2	Gaston Fernando Deligne 1861 1913		exact	high
Della Costa, Pablo	008n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Pablo		Della Costa	M										1		medium
Dicenta, Joaquín	501n	19.5	1863	1917	Calatayud (Zaragoza). 1863- Alicante. 1917 Dramaturgo español. Teatro y zarzuelas.	1	1	1	0	Calatayud (Zaragoza)	Alicante	España	Europa	Joaquín		Dicenta	M	68949187	1863	1917	False	False	0	0	2	Joaquin Dicenta, 1863 1917		exact	high
Diego Pardo, J. I. de	209n	19.5	XIX	XX	Puerto Rico. Siglo XIX - XX	0	0	0	0	Puerto Rico		Puerto Rico	América	J. I.	de	Diego Pardo	M												medium
Diego y Benítez, José de	028n	19.5	1866	1918	Aguadilla (Puerto Rico). 1866 - 1918 Abogado, Periodista y poeta. Hallado en Internet.	1	1	1	0	Aguadilla (Puerto Rico)		Puerto Rico	América	José	de	Diego y Benítez	M	32129256	1866	1918	False	False	0	0	1	Jose Diego y Benitez, 1866 1918	1	exact	high
Diego, José de	561n	19.5	1866	1918	Aguadilla (Puerto Rico). 1866 - 1918 Gran hispanófilo. Estudió en España. Fue presidente de la Cámara de Representantes de Puerto Rico y decidido propagandista de la independencia de su país.	1	1	1	0	Aguadilla (Puerto Rico)		Puerto Rico	América	José	de	Diego	M	32129256	1866	1918	False	False	0	0	7	Jose Diego, 1866 1918		exact	high
Dobles Segreda, Gonzalo	351n	19.5	XIX	XX	Costa Rica. Siglos XIX - XX Poeta. Ha publicado en revistas y periódicos.	0	0	0	0	Costa Rica		Costa Rica	América	Gonzalo		Dobles Segreda	M												medium
Domínguez, José Antonio	324n	19.5	1869	1903	Juticalpa (Honduras). 1869 - 1903 Poeta hallado en Internet.	1	1	1	0	Juticalpa (Honduras)		Honduras	América	José Antonio		Domínguez	M	87387653	1956		False	False	87		9	Jose Antonio Dominguez Lloveria		contained	high
Domínguez, María Alicia	428n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	María Alicia		Domínguez	F	8862909	1908		False	False	108		3	Maria Alicia Dominguez, 1908 		exact	medium
Duque de Amalfi	394n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	Duque de Amalfi			M												medium
Díaz Romero, Eugenio	473n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Eugenio		Díaz Romero	M	87181471		1906	False	False		6	4	Eugenio Diaz Romero, 1906		exact	high
Díaz Silveira, Francisco	279n	19.5	1871	1924	La Habana (Cuba). 1871 - 1924 Periodista, escritor y poeta.	1	1	1	0	La Habana (Cuba)		Cuba	América	Francisco		Díaz Silveira	M												medium
Echegaray, José	476n	19.5	1832	1904	Madrid. 1832 - Madrid. 1916 Dramaturgo español. Ministro de Fomento en dos ocasiones y de Hacienda en una. En el año 1904 fue distinguido con el Premio Nobel.	1	1	1	0	Madrid	Madrid	España	Europa	José		Echegaray	M	79077383	1832	1916	False	False	0	12	2	Jose Echegaray, 1832 1916		exact	high
Escobar, Emilio Antonio	569n	19.5	XIX	XX	Colombia. Siglo XIX - XX Poeta hallado en Internet.	0	0	0	0	Colombia		Colombia	América	Emilio Antonio		Escobar	M												medium
Escobar, Federico	042n	19.5	1861	1912	Panamá. 1861 - 1912 Poeta hallado en Internet.	1	1	1	0	Panamá		Panamá	América	Federico		Escobar	M	311587765	1982		False	False	121		5	Federico Escobar 1982 	1	exact	medium
Espejo, María de los Ángeles	486n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	María de los Ángeles		Espejo	F												medium
Esquijarosa, Milagros	259n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta. Sevilla. Siglo XIX Poeta.	0	0	0	0	Cuba		Cuba	América	Milagros		Esquijarosa	M												medium
Estelrich, J. L.	454n	19.5	XIX	XX	España. Siglos XIX - XX Poeta.	0	0	0	0	España		España	Europa	J. L.		Estelrich	M	11763362	1857	1923	False	False	57	23	4	J. L. Estelrich, 1857 1923		exact	high
Esteves, José de Jesús	481n	19.5	1878	1909	Puerto Rico. 1878 - 1909	1	1	1	0	Puerto Rico		Puerto Rico	América	José de Jesús		Esteves	M	308181134	1882	1918	False	False	4	9	3	Jose Jesus Esteves 1882 1918		exact	high
Estrada, Ángel de	416n	19.5	1872	1923	Buenos Aires (Argentina). 1872 - 1923 Poeta.	1	1	1	0	Buenos Aires (Argentina)		Argentina	América	Ángel	de	Estrada	M	313410074	1872	1923	False	False	0	0	6	Angel Estrada, 1872 1923		exact	high
Estrani, José	407n	19.5	XIX	XX	España. Siglos XIX - XX Periodista y poeta.	0	0	0	0	España		España	Europa	José		Estrani	M	86972848	1840	1920	False	False	40	20	5	Jose Estrani 1840 1920		exact	high
Etchegoyen, Félix	156n	19.5	XIX	XX	Argentina. Siglos XIX - XX Poeta.	0	0	0	0	Argentina		Argentina	América	Félix		Etchegoyen	M												medium
Falconi Villagómez, J. A.	415n	19.5	XIX	XX	Ecuador. Siglo XIX- XX Poeta hallado en Internet.	0	0	0	0	Ecuador		Ecuador	América	J. A.		Falconi Villagómez	M												medium
Fernández Deligne, Gastón	239n	19.5	1861	1913	Santo Domingo (República Dominicana). 1861 - 1913 Poeta hallado en Internet.	1	1	1	0	Santo Domingo (República Dominicana)		República Dominicana	América	Gastón		Fernández Deligne	M												medium
Fernández Grilo, Antonio	503n	19.5	1845	1906	Córdoba. 1845 - Madrid. 1906 Redactor en Madrid del Contemporáneo, con Bécquer, Correa, Valera y Albareda. Distinguido por la familia real.	1	1	1	0	Córdoba	Madrid	España	Europa	Antonio		Fernández Grilo	M	212513518	1845	1906	False	False	0	0	6	Antonio Fernandez Grilo 1845 1906		exact	high
Fernández Shaw, Carlos	251n	19.5	1865	1911	Cádiz. 1865 - Madrid. 1911 Autor teatral y ateneísta. Traductor de los poetas franceses.	1	1	1	0	Cádiz	Madrid	España	Europa	Carlos		Fernández Shaw	M	51871040	1865	1911	False	False	0	0	5	Carlos Fernandez Shaw, 1865 1911		exact	high
Fernández Vanga, S.	652n	19.5	XIX	XX	Puerto Rico. Siglos XIX - XX Poeta.	0	0	0	0	Puerto Rico		Puerto Rico	América	S.		Fernández Vanga	M												medium
Fernández, Cayetano	246n	19.5	1820	1901	Cádiz. 1820 - 1901	1	1	1	0	Cádiz		España	Europa	Cayetano		Fernández	M	296736769	1820	1901	False	False	0	0	10	Cayetano Fernandez, 1820 1901		exact	high
Ferrari, Emilio	327n	19.5	1853	1907	Valladolid. 1853 - Madrid. 1907 Poeta y autor dramático. Hizo Derecho, Filosofía y Letras.	1	1	1	0	Valladolid	Madrid	España	Europa	Emilio		Ferrari	M	45776501	1853	1907	False	False	0	0	10	Emilio Ferrari, 1853 1907		exact	high
Figueroa, Rudolfo	401n	19.5	XIX	XX	Chapas (México). Siglo XIX - XX Poeta hallado en Internet.	0	0	0	0	Chapas (México)		México	América	Rudolfo		Figueroa	M												medium
Finot, Emilio	420n	19.5	1882	1914	Santa Cruz (Bolivia). 1882 - 1914 Poeta hallado en Internet.	1	1	1	0	Santa Cruz (Bolivia)		Bolivia	América	Emilio		Finot	M	18145856826822920008	1886		False	False	4		3	Emilio Finot, 1886 		exact	high
Flores Roa, Julio	580n	19.5	1867	1923	 Chiquinquirá (Colombia). 1867 - Usiacurí (Colombia). 1923 Poeta romántico colombiano. En su época fue muy popular.	1	1	1	0	Chiquinquirá (Colombia)	Usiacurí (Colombia)	Colombia	América	Julio		Flores Roa	M												medium
Font, Pedro	316n	19.5	XIX	XX	España. Siglo XIX - XX Poeta.	0	0	0	0	España		España	Europa	Pedro		Font	M	65560207	1738	1781	False	False	62	119	10	Pedro Font, 1738 1781		exact	high
Fortún, Fernando	484n	19.5	1890	1914	España. 1890 - 1914	1	1	1	0	España		España	Europa	Fernando		Fortún	M	63236865	1890	1914	False	False	0	0	5	Fernando Fortun 1890 1914		exact	high
Fábrega, Demetrio	010n	19.5	1881	1932	Santiago de Veraguas (Bogotá, Colombia). 1881 - 1932  Farmacéutico y poeta hallado en Internet.	1	1	1	0	Santiago de Veraguas (Bogotá, Colombia)		Colombia	América	Demetrio		Fábrega	M	316145857066022921786	1881	1931	False	False	0	1	3	Demetrio Fabrega, 1881 1931	1	exact	high
Fábrega, Octavio	655n	19.5	XIX	XX	Panamá. Siglo XIX - XX Poeta.	0	0	0	0	Panamá		Panamá	América	Octavio		Fábrega	M	16776542								Octavio Fábrega			high
Gabriel y Galán, José María	549n	19.5	1870	1905	Frades de la Sierra (Salamanca). 1870 - Guijo de Granadilla (Cáceres). 1905 Popular poeta español. Ejerció de Maestro Nacional en Grijuelo y Piedrahita.	1	1	1	0	Frades de la Sierra (Salamanca)	Guijo de Granadilla (Cáceres)	España	Europa	José María		Gabriel y Galán	M	32014917	1870	1905	False	False	0	0	4	Jose Maria Gabriel y Galan, 1870 1905		exact	high
Gabriel y Ramírez, Alejandro de	669n	19.5	XIX	XX	España. Siglo XIX - XX Nieto de Ruiz de Apodaca. Director de la Real Academia Sevillana de Buenas Letras.	0	0	0	0	España		España	Europa	Alejandro	de	Gabriel y Ramírez	M												medium
Gagini, Carlos	235n	19.5	1865	1925	Costa Rica. 1865 - 1925 Poeta hallado en Internet.	1	1	1	0	Costa Rica		Costa Rica	América	Carlos		Gagini	M	2524283	1865	1925	False	False	0	0	5	Carlos Gagini, 1865 1925		exact	high
Garbalosa, Graziella	525n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Graziella		Garbalosa	F	26722074	1895		False	False	95		3	Graziella Garbalosa, 1895 		exact	high
García Vela, José	427n	19.5	1885	1913	Asturias. 1885 - 1913 Influenciado por la poesía francesa, vio publicada su obra en 1909.	1	1	1	0	Asturias		España	Europa	José		García Vela	M	166482004	1885	1913	False	False	0	0	7	Jose Garcia Vela 1885 1913		exact	high
García, Armando D.	224n	19.5	1895	1918	Cuba. 1895 - 1918 Poeta.	1	1	1	0	Cuba		Cuba	América	Armando D.		García	M												medium
Gay, Luz	187n	19.5	XIX	XX	Cuba. Siglo XIX - XX Poeta. Acabó sus días en un manicomio.	0	0	0	0	Cuba		Cuba	América	Luz		Gay	F												medium
Geada, Juan J.	479n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Juan J.		Geada	M												medium
Giberga, Eliseo	350n	19.5	1854	1916	Matanzas (Cuba). 1854 - 1916 Poeta y político.	1	1	1	0	Matanzas (Cuba)		Cuba	América	Eliseo		Giberga	M	6082684	1854	1916	False	False	0	0	2	Eliseo Giberga, 1854 1916		exact	high
Gil, Ricardo	179n	19.5	1855	1908	Madrid. 1855 - Madrid. 1908 Poeta.	1	1	1	0	Madrid	Madrid	España	Europa	Ricardo		Gil	M	3706986	1965		False	False	110		10	Ricardo Gil, 1965 		exact	medium
Gollury, Ramón B. (Roger de Lauria)	124n	19.5	XIX	XX	Cuba. Siglos XIX - XX Poeta.	0	0	0	0	Cuba		Cuba	América	Ramón B. (Roger de Lauria)		Gollury	M												medium
González Blanco, Andrés	122n	19.5	1888	1924	Cuenca. 1888 - Madrid. 1924 Filosofía y Letras en Madrid.	1	1	1	0	Cuenca	Madrid	España	Europa	Andrés		González Blanco	M	100258151	1886	1924	False	False	2	0	5	Andres Gonzalez Blanco, 1886 1924		exact	high
